nationality,period,people,period_start,period_end,period_type,classification,source_table,note,source_id,source_publication_date,source_url,retrieved_at,review_status
Syria,2018,1,2018-01-01,2018-12-31,calendar_year,OFFICIAL_STATISTIC,IER_02b,Latest recorded nationality at extraction; may be revised (IER_02b notes 12–15).,HO-TABLES-2026Q2,2026-08-27,https://assets.publishing.service.gov.uk/media/6a8c11c3a8f84a582b84281a/illegal-entry-routes-to-the-uk-summary-jun-2026-tables.ods,2026-09-11,source_checked_pending_independent_review
Syria,2019,14,2019-01-01,2019-12-31,calendar_year,OFFICIAL_STATISTIC,IER_02b,Latest recorded nationality at extraction; may be revised (IER_02b notes 12–15).,HO-TABLES-2026Q2,2026-08-27,https://assets.publishing.service.gov.uk/media/6a8c11c3a8f84a582b84281a/illegal-entry-routes-to-the-uk-summary-jun-2026-tables.ods,2026-09-11,source_checked_pending_independent_review
Syria,2020,776,2020-01-01,2020-12-31,calendar_year,OFFICIAL_STATISTIC,IER_02b,Latest recorded nationality at extraction; may be revised (IER_02b notes 12–15).,HO-TABLES-2026Q2,2026-08-27,https://assets.publishing.service.gov.uk/media/6a8c11c3a8f84a582b84281a/illegal-entry-routes-to-the-uk-summary-jun-2026-tables.ods,2026-09-11,source_checked_pending_independent_review
Syria,2021,2451,2021-01-01,2021-12-31,calendar_year,OFFICIAL_STATISTIC,IER_02b,Latest recorded nationality at extraction; may be revised (IER_02b notes 12–15).,HO-TABLES-2026Q2,2026-08-27,https://assets.publishing.service.gov.uk/media/6a8c11c3a8f84a582b84281a/illegal-entry-routes-to-the-uk-summary-jun-2026-tables.ods,2026-09-11,source_checked_pending_independent_review
Syria,2022,3006,2022-01-01,2022-12-31,calendar_year,OFFICIAL_STATISTIC,IER_02b,Latest recorded nationality at extraction; may be revised (IER_02b notes 12–15).,HO-TABLES-2026Q2,2026-08-27,https://assets.publishing.service.gov.uk/media/6a8c11c3a8f84a582b84281a/illegal-entry-routes-to-the-uk-summary-jun-2026-tables.ods,2026-09-11,source_checked_pending_independent_review
Syria,2023,2275,2023-01-01,2023-12-31,calendar_year,OFFICIAL_STATISTIC,IER_02b,Latest recorded nationality at extraction; may be revised (IER_02b notes 12–15).,HO-TABLES-2026Q2,2026-08-27,https://assets.publishing.service.gov.uk/media/6a8c11c3a8f84a582b84281a/illegal-entry-routes-to-the-uk-summary-jun-2026-tables.ods,2026-09-11,source_checked_pending_independent_review
Syria,2024,4693,2024-01-01,2024-12-31,calendar_year,OFFICIAL_STATISTIC,IER_02b,Latest recorded nationality at extraction; may be revised (IER_02b notes 12–15).,HO-TABLES-2026Q2,2026-08-27,https://assets.publishing.service.gov.uk/media/6a8c11c3a8f84a582b84281a/illegal-entry-routes-to-the-uk-summary-jun-2026-tables.ods,2026-09-11,source_checked_pending_independent_review
Syria,2025,1531,2025-01-01,2025-12-31,calendar_year,OFFICIAL_STATISTIC,IER_02b,Latest recorded nationality at extraction; may be revised (IER_02b notes 12–15).,HO-TABLES-2026Q2,2026-08-27,https://assets.publishing.service.gov.uk/media/6a8c11c3a8f84a582b84281a/illegal-entry-routes-to-the-uk-summary-jun-2026-tables.ods,2026-09-11,source_checked_pending_independent_review
Syria,Year ending June 2025,3946,2024-07-01,2025-06-30,year_ending_june,OFFICIAL_STATISTIC,IER_02b,Latest recorded nationality at extraction; may be revised (IER_02b notes 12–15).,HO-TABLES-2026Q2,2026-08-27,https://assets.publishing.service.gov.uk/media/6a8c11c3a8f84a582b84281a/illegal-entry-routes-to-the-uk-summary-jun-2026-tables.ods,2026-09-11,source_checked_pending_independent_review
Syria,Year ending June 2026,1003,2025-07-01,2026-06-30,year_ending_june,OFFICIAL_STATISTIC,IER_02b,Latest recorded nationality at extraction; may be revised (IER_02b notes 12–15).,HO-TABLES-2026Q2,2026-08-27,https://assets.publishing.service.gov.uk/media/6a8c11c3a8f84a582b84281a/illegal-entry-routes-to-the-uk-summary-jun-2026-tables.ods,2026-09-11,source_checked_pending_independent_review
Turkey,2018,0,2018-01-01,2018-12-31,calendar_year,OFFICIAL_STATISTIC,IER_02b,Latest recorded nationality at extraction; may be revised (IER_02b notes 12–15).,HO-TABLES-2026Q2,2026-08-27,https://assets.publishing.service.gov.uk/media/6a8c11c3a8f84a582b84281a/illegal-entry-routes-to-the-uk-summary-jun-2026-tables.ods,2026-09-11,source_checked_pending_independent_review
Turkey,2019,2,2019-01-01,2019-12-31,calendar_year,OFFICIAL_STATISTIC,IER_02b,Latest recorded nationality at extraction; may be revised (IER_02b notes 12–15).,HO-TABLES-2026Q2,2026-08-27,https://assets.publishing.service.gov.uk/media/6a8c11c3a8f84a582b84281a/illegal-entry-routes-to-the-uk-summary-jun-2026-tables.ods,2026-09-11,source_checked_pending_independent_review
Turkey,2020,10,2020-01-01,2020-12-31,calendar_year,OFFICIAL_STATISTIC,IER_02b,Latest recorded nationality at extraction; may be revised (IER_02b notes 12–15).,HO-TABLES-2026Q2,2026-08-27,https://assets.publishing.service.gov.uk/media/6a8c11c3a8f84a582b84281a/illegal-entry-routes-to-the-uk-summary-jun-2026-tables.ods,2026-09-11,source_checked_pending_independent_review
Turkey,2021,69,2021-01-01,2021-12-31,calendar_year,OFFICIAL_STATISTIC,IER_02b,Latest recorded nationality at extraction; may be revised (IER_02b notes 12–15).,HO-TABLES-2026Q2,2026-08-27,https://assets.publishing.service.gov.uk/media/6a8c11c3a8f84a582b84281a/illegal-entry-routes-to-the-uk-summary-jun-2026-tables.ods,2026-09-11,source_checked_pending_independent_review
Turkey,2022,1127,2022-01-01,2022-12-31,calendar_year,OFFICIAL_STATISTIC,IER_02b,Latest recorded nationality at extraction; may be revised (IER_02b notes 12–15).,HO-TABLES-2026Q2,2026-08-27,https://assets.publishing.service.gov.uk/media/6a8c11c3a8f84a582b84281a/illegal-entry-routes-to-the-uk-summary-jun-2026-tables.ods,2026-09-11,source_checked_pending_independent_review
Turkey,2023,3058,2023-01-01,2023-12-31,calendar_year,OFFICIAL_STATISTIC,IER_02b,Latest recorded nationality at extraction; may be revised (IER_02b notes 12–15).,HO-TABLES-2026Q2,2026-08-27,https://assets.publishing.service.gov.uk/media/6a8c11c3a8f84a582b84281a/illegal-entry-routes-to-the-uk-summary-jun-2026-tables.ods,2026-09-11,source_checked_pending_independent_review
Turkey,2024,1944,2024-01-01,2024-12-31,calendar_year,OFFICIAL_STATISTIC,IER_02b,Latest recorded nationality at extraction; may be revised (IER_02b notes 12–15).,HO-TABLES-2026Q2,2026-08-27,https://assets.publishing.service.gov.uk/media/6a8c11c3a8f84a582b84281a/illegal-entry-routes-to-the-uk-summary-jun-2026-tables.ods,2026-09-11,source_checked_pending_independent_review
Turkey,2025,1158,2025-01-01,2025-12-31,calendar_year,OFFICIAL_STATISTIC,IER_02b,Latest recorded nationality at extraction; may be revised (IER_02b notes 12–15).,HO-TABLES-2026Q2,2026-08-27,https://assets.publishing.service.gov.uk/media/6a8c11c3a8f84a582b84281a/illegal-entry-routes-to-the-uk-summary-jun-2026-tables.ods,2026-09-11,source_checked_pending_independent_review
Turkey,Year ending June 2025,1549,2024-07-01,2025-06-30,year_ending_june,OFFICIAL_STATISTIC,IER_02b,Latest recorded nationality at extraction; may be revised (IER_02b notes 12–15).,HO-TABLES-2026Q2,2026-08-27,https://assets.publishing.service.gov.uk/media/6a8c11c3a8f84a582b84281a/illegal-entry-routes-to-the-uk-summary-jun-2026-tables.ods,2026-09-11,source_checked_pending_independent_review
Turkey,Year ending June 2026,783,2025-07-01,2026-06-30,year_ending_june,OFFICIAL_STATISTIC,IER_02b,Latest recorded nationality at extraction; may be revised (IER_02b notes 12–15).,HO-TABLES-2026Q2,2026-08-27,https://assets.publishing.service.gov.uk/media/6a8c11c3a8f84a582b84281a/illegal-entry-routes-to-the-uk-summary-jun-2026-tables.ods,2026-09-11,source_checked_pending_independent_review
Vietnam,2018,4,2018-01-01,2018-12-31,calendar_year,OFFICIAL_STATISTIC,IER_02b,Latest recorded nationality at extraction; may be revised (IER_02b notes 12–15).,HO-TABLES-2026Q2,2026-08-27,https://assets.publishing.service.gov.uk/media/6a8c11c3a8f84a582b84281a/illegal-entry-routes-to-the-uk-summary-jun-2026-tables.ods,2026-09-11,source_checked_pending_independent_review
Vietnam,2019,3,2019-01-01,2019-12-31,calendar_year,OFFICIAL_STATISTIC,IER_02b,Latest recorded nationality at extraction; may be revised (IER_02b notes 12–15).,HO-TABLES-2026Q2,2026-08-27,https://assets.publishing.service.gov.uk/media/6a8c11c3a8f84a582b84281a/illegal-entry-routes-to-the-uk-summary-jun-2026-tables.ods,2026-09-11,source_checked_pending_independent_review
Vietnam,2020,118,2020-01-01,2020-12-31,calendar_year,OFFICIAL_STATISTIC,IER_02b,Latest recorded nationality at extraction; may be revised (IER_02b notes 12–15).,HO-TABLES-2026Q2,2026-08-27,https://assets.publishing.service.gov.uk/media/6a8c11c3a8f84a582b84281a/illegal-entry-routes-to-the-uk-summary-jun-2026-tables.ods,2026-09-11,source_checked_pending_independent_review
Vietnam,2021,1403,2021-01-01,2021-12-31,calendar_year,OFFICIAL_STATISTIC,IER_02b,Latest recorded nationality at extraction; may be revised (IER_02b notes 12–15).,HO-TABLES-2026Q2,2026-08-27,https://assets.publishing.service.gov.uk/media/6a8c11c3a8f84a582b84281a/illegal-entry-routes-to-the-uk-summary-jun-2026-tables.ods,2026-09-11,source_checked_pending_independent_review
Vietnam,2022,505,2022-01-01,2022-12-31,calendar_year,OFFICIAL_STATISTIC,IER_02b,Latest recorded nationality at extraction; may be revised (IER_02b notes 12–15).,HO-TABLES-2026Q2,2026-08-27,https://assets.publishing.service.gov.uk/media/6a8c11c3a8f84a582b84281a/illegal-entry-routes-to-the-uk-summary-jun-2026-tables.ods,2026-09-11,source_checked_pending_independent_review
Vietnam,2023,1306,2023-01-01,2023-12-31,calendar_year,OFFICIAL_STATISTIC,IER_02b,Latest recorded nationality at extraction; may be revised (IER_02b notes 12–15).,HO-TABLES-2026Q2,2026-08-27,https://assets.publishing.service.gov.uk/media/6a8c11c3a8f84a582b84281a/illegal-entry-routes-to-the-uk-summary-jun-2026-tables.ods,2026-09-11,source_checked_pending_independent_review
Vietnam,2024,3658,2024-01-01,2024-12-31,calendar_year,OFFICIAL_STATISTIC,IER_02b,Latest recorded nationality at extraction; may be revised (IER_02b notes 12–15).,HO-TABLES-2026Q2,2026-08-27,https://assets.publishing.service.gov.uk/media/6a8c11c3a8f84a582b84281a/illegal-entry-routes-to-the-uk-summary-jun-2026-tables.ods,2026-09-11,source_checked_pending_independent_review
Vietnam,2025,1440,2025-01-01,2025-12-31,calendar_year,OFFICIAL_STATISTIC,IER_02b,Latest recorded nationality at extraction; may be revised (IER_02b notes 12–15).,HO-TABLES-2026Q2,2026-08-27,https://assets.publishing.service.gov.uk/media/6a8c11c3a8f84a582b84281a/illegal-entry-routes-to-the-uk-summary-jun-2026-tables.ods,2026-09-11,source_checked_pending_independent_review
Vietnam,Year ending June 2025,2428,2024-07-01,2025-06-30,year_ending_june,OFFICIAL_STATISTIC,IER_02b,Latest recorded nationality at extraction; may be revised (IER_02b notes 12–15).,HO-TABLES-2026Q2,2026-08-27,https://assets.publishing.service.gov.uk/media/6a8c11c3a8f84a582b84281a/illegal-entry-routes-to-the-uk-summary-jun-2026-tables.ods,2026-09-11,source_checked_pending_independent_review
Vietnam,Year ending June 2026,723,2025-07-01,2026-06-30,year_ending_june,OFFICIAL_STATISTIC,IER_02b,Latest recorded nationality at extraction; may be revised (IER_02b notes 12–15).,HO-TABLES-2026Q2,2026-08-27,https://assets.publishing.service.gov.uk/media/6a8c11c3a8f84a582b84281a/illegal-entry-routes-to-the-uk-summary-jun-2026-tables.ods,2026-09-11,source_checked_pending_independent_review
Yemen,2018,0,2018-01-01,2018-12-31,calendar_year,OFFICIAL_STATISTIC,IER_02b,Latest recorded nationality at extraction; may be revised (IER_02b notes 12–15).,HO-TABLES-2026Q2,2026-08-27,https://assets.publishing.service.gov.uk/media/6a8c11c3a8f84a582b84281a/illegal-entry-routes-to-the-uk-summary-jun-2026-tables.ods,2026-09-11,source_checked_pending_independent_review
Yemen,2019,0,2019-01-01,2019-12-31,calendar_year,OFFICIAL_STATISTIC,IER_02b,Latest recorded nationality at extraction; may be revised (IER_02b notes 12–15).,HO-TABLES-2026Q2,2026-08-27,https://assets.publishing.service.gov.uk/media/6a8c11c3a8f84a582b84281a/illegal-entry-routes-to-the-uk-summary-jun-2026-tables.ods,2026-09-11,source_checked_pending_independent_review
Yemen,2020,252,2020-01-01,2020-12-31,calendar_year,OFFICIAL_STATISTIC,IER_02b,Latest recorded nationality at extraction; may be revised (IER_02b notes 12–15).,HO-TABLES-2026Q2,2026-08-27,https://assets.publishing.service.gov.uk/media/6a8c11c3a8f84a582b84281a/illegal-entry-routes-to-the-uk-summary-jun-2026-tables.ods,2026-09-11,source_checked_pending_independent_review
Yemen,2021,135,2021-01-01,2021-12-31,calendar_year,OFFICIAL_STATISTIC,IER_02b,Latest recorded nationality at extraction; may be revised (IER_02b notes 12–15).,HO-TABLES-2026Q2,2026-08-27,https://assets.publishing.service.gov.uk/media/6a8c11c3a8f84a582b84281a/illegal-entry-routes-to-the-uk-summary-jun-2026-tables.ods,2026-09-11,source_checked_pending_independent_review
Yemen,2022,160,2022-01-01,2022-12-31,calendar_year,OFFICIAL_STATISTIC,IER_02b,Latest recorded nationality at extraction; may be revised (IER_02b notes 12–15).,HO-TABLES-2026Q2,2026-08-27,https://assets.publishing.service.gov.uk/media/6a8c11c3a8f84a582b84281a/illegal-entry-routes-to-the-uk-summary-jun-2026-tables.ods,2026-09-11,source_checked_pending_independent_review
Yemen,2023,91,2023-01-01,2023-12-31,calendar_year,OFFICIAL_STATISTIC,IER_02b,Latest recorded nationality at extraction; may be revised (IER_02b notes 12–15).,HO-TABLES-2026Q2,2026-08-27,https://assets.publishing.service.gov.uk/media/6a8c11c3a8f84a582b84281a/illegal-entry-routes-to-the-uk-summary-jun-2026-tables.ods,2026-09-11,source_checked_pending_independent_review
Yemen,2024,1300,2024-01-01,2024-12-31,calendar_year,OFFICIAL_STATISTIC,IER_02b,Latest recorded nationality at extraction; may be revised (IER_02b notes 12–15).,HO-TABLES-2026Q2,2026-08-27,https://assets.publishing.service.gov.uk/media/6a8c11c3a8f84a582b84281a/illegal-entry-routes-to-the-uk-summary-jun-2026-tables.ods,2026-09-11,source_checked_pending_independent_review
Yemen,2025,1332,2025-01-01,2025-12-31,calendar_year,OFFICIAL_STATISTIC,IER_02b,Latest recorded nationality at extraction; may be revised (IER_02b notes 12–15).,HO-TABLES-2026Q2,2026-08-27,https://assets.publishing.service.gov.uk/media/6a8c11c3a8f84a582b84281a/illegal-entry-routes-to-the-uk-summary-jun-2026-tables.ods,2026-09-11,source_checked_pending_independent_review
Yemen,Year ending June 2025,2189,2024-07-01,2025-06-30,year_ending_june,OFFICIAL_STATISTIC,IER_02b,Latest recorded nationality at extraction; may be revised (IER_02b notes 12–15).,HO-TABLES-2026Q2,2026-08-27,https://assets.publishing.service.gov.uk/media/6a8c11c3a8f84a582b84281a/illegal-entry-routes-to-the-uk-summary-jun-2026-tables.ods,2026-09-11,source_checked_pending_independent_review
Yemen,Year ending June 2026,517,2025-07-01,2026-06-30,year_ending_june,OFFICIAL_STATISTIC,IER_02b,Latest recorded nationality at extraction; may be revised (IER_02b notes 12–15).,HO-TABLES-2026Q2,2026-08-27,https://assets.publishing.service.gov.uk/media/6a8c11c3a8f84a582b84281a/illegal-entry-routes-to-the-uk-summary-jun-2026-tables.ods,2026-09-11,source_checked_pending_independent_review
India,2018,0,2018-01-01,2018-12-31,calendar_year,OFFICIAL_STATISTIC,IER_02b,Latest recorded nationality at extraction; may be revised (IER_02b notes 12–15).,HO-TABLES-2026Q2,2026-08-27,https://assets.publishing.service.gov.uk/media/6a8c11c3a8f84a582b84281a/illegal-entry-routes-to-the-uk-summary-jun-2026-tables.ods,2026-09-11,source_checked_pending_independent_review
India,2019,0,2019-01-01,2019-12-31,calendar_year,OFFICIAL_STATISTIC,IER_02b,Latest recorded nationality at extraction; may be revised (IER_02b notes 12–15).,HO-TABLES-2026Q2,2026-08-27,https://assets.publishing.service.gov.uk/media/6a8c11c3a8f84a582b84281a/illegal-entry-routes-to-the-uk-summary-jun-2026-tables.ods,2026-09-11,source_checked_pending_independent_review
India,2020,64,2020-01-01,2020-12-31,calendar_year,OFFICIAL_STATISTIC,IER_02b,Latest recorded nationality at extraction; may be revised (IER_02b notes 12–15).,HO-TABLES-2026Q2,2026-08-27,https://assets.publishing.service.gov.uk/media/6a8c11c3a8f84a582b84281a/illegal-entry-routes-to-the-uk-summary-jun-2026-tables.ods,2026-09-11,source_checked_pending_independent_review
India,2021,67,2021-01-01,2021-12-31,calendar_year,OFFICIAL_STATISTIC,IER_02b,Latest recorded nationality at extraction; may be revised (IER_02b notes 12–15).,HO-TABLES-2026Q2,2026-08-27,https://assets.publishing.service.gov.uk/media/6a8c11c3a8f84a582b84281a/illegal-entry-routes-to-the-uk-summary-jun-2026-tables.ods,2026-09-11,source_checked_pending_independent_review
India,2022,748,2022-01-01,2022-12-31,calendar_year,OFFICIAL_STATISTIC,IER_02b,Latest recorded nationality at extraction; may be revised (IER_02b notes 12–15).,HO-TABLES-2026Q2,2026-08-27,https://assets.publishing.service.gov.uk/media/6a8c11c3a8f84a582b84281a/illegal-entry-routes-to-the-uk-summary-jun-2026-tables.ods,2026-09-11,source_checked_pending_independent_review
India,2023,1214,2023-01-01,2023-12-31,calendar_year,OFFICIAL_STATISTIC,IER_02b,Latest recorded nationality at extraction; may be revised (IER_02b notes 12–15).,HO-TABLES-2026Q2,2026-08-27,https://assets.publishing.service.gov.uk/media/6a8c11c3a8f84a582b84281a/illegal-entry-routes-to-the-uk-summary-jun-2026-tables.ods,2026-09-11,source_checked_pending_independent_review
India,2024,293,2024-01-01,2024-12-31,calendar_year,OFFICIAL_STATISTIC,IER_02b,Latest recorded nationality at extraction; may be revised (IER_02b notes 12–15).,HO-TABLES-2026Q2,2026-08-27,https://assets.publishing.service.gov.uk/media/6a8c11c3a8f84a582b84281a/illegal-entry-routes-to-the-uk-summary-jun-2026-tables.ods,2026-09-11,source_checked_pending_independent_review
India,2025,461,2025-01-01,2025-12-31,calendar_year,OFFICIAL_STATISTIC,IER_02b,Latest recorded nationality at extraction; may be revised (IER_02b notes 12–15).,HO-TABLES-2026Q2,2026-08-27,https://assets.publishing.service.gov.uk/media/6a8c11c3a8f84a582b84281a/illegal-entry-routes-to-the-uk-summary-jun-2026-tables.ods,2026-09-11,source_checked_pending_independent_review
India,Year ending June 2025,363,2024-07-01,2025-06-30,year_ending_june,OFFICIAL_STATISTIC,IER_02b,Latest recorded nationality at extraction; may be revised (IER_02b notes 12–15).,HO-TABLES-2026Q2,2026-08-27,https://assets.publishing.service.gov.uk/media/6a8c11c3a8f84a582b84281a/illegal-entry-routes-to-the-uk-summary-jun-2026-tables.ods,2026-09-11,source_checked_pending_independent_review
India,Year ending June 2026,471,2025-07-01,2026-06-30,year_ending_june,OFFICIAL_STATISTIC,IER_02b,Latest recorded nationality at extraction; may be revised (IER_02b notes 12–15).,HO-TABLES-2026Q2,2026-08-27,https://assets.publishing.service.gov.uk/media/6a8c11c3a8f84a582b84281a/illegal-entry-routes-to-the-uk-summary-jun-2026-tables.ods,2026-09-11,source_checked_pending_independent_review
Refugee,2018,0,2018-01-01,2018-12-31,calendar_year,OFFICIAL_STATISTIC,IER_02b,Latest recorded nationality at extraction; may be revised (IER_02b notes 12–15).,HO-TABLES-2026Q2,2026-08-27,https://assets.publishing.service.gov.uk/media/6a8c11c3a8f84a582b84281a/illegal-entry-routes-to-the-uk-summary-jun-2026-tables.ods,2026-09-11,source_checked_pending_independent_review
Refugee,2019,7,2019-01-01,2019-12-31,calendar_year,OFFICIAL_STATISTIC,IER_02b,Latest recorded nationality at extraction; may be revised (IER_02b notes 12–15).,HO-TABLES-2026Q2,2026-08-27,https://assets.publishing.service.gov.uk/media/6a8c11c3a8f84a582b84281a/illegal-entry-routes-to-the-uk-summary-jun-2026-tables.ods,2026-09-11,source_checked_pending_independent_review
Refugee,2020,99,2020-01-01,2020-12-31,calendar_year,OFFICIAL_STATISTIC,IER_02b,Latest recorded nationality at extraction; may be revised (IER_02b notes 12–15).,HO-TABLES-2026Q2,2026-08-27,https://assets.publishing.service.gov.uk/media/6a8c11c3a8f84a582b84281a/illegal-entry-routes-to-the-uk-summary-jun-2026-tables.ods,2026-09-11,source_checked_pending_independent_review
Refugee,2021,42,2021-01-01,2021-12-31,calendar_year,OFFICIAL_STATISTIC,IER_02b,Latest recorded nationality at extraction; may be revised (IER_02b notes 12–15).,HO-TABLES-2026Q2,2026-08-27,https://assets.publishing.service.gov.uk/media/6a8c11c3a8f84a582b84281a/illegal-entry-routes-to-the-uk-summary-jun-2026-tables.ods,2026-09-11,source_checked_pending_independent_review
Refugee,2022,45,2022-01-01,2022-12-31,calendar_year,OFFICIAL_STATISTIC,IER_02b,Latest recorded nationality at extraction; may be revised (IER_02b notes 12–15).,HO-TABLES-2026Q2,2026-08-27,https://assets.publishing.service.gov.uk/media/6a8c11c3a8f84a582b84281a/illegal-entry-routes-to-the-uk-summary-jun-2026-tables.ods,2026-09-11,source_checked_pending_independent_review
Refugee,2023,22,2023-01-01,2023-12-31,calendar_year,OFFICIAL_STATISTIC,IER_02b,Latest recorded nationality at extraction; may be revised (IER_02b notes 12–15).,HO-TABLES-2026Q2,2026-08-27,https://assets.publishing.service.gov.uk/media/6a8c11c3a8f84a582b84281a/illegal-entry-routes-to-the-uk-summary-jun-2026-tables.ods,2026-09-11,source_checked_pending_independent_review
Refugee,2024,697,2024-01-01,2024-12-31,calendar_year,OFFICIAL_STATISTIC,IER_02b,Latest recorded nationality at extraction; may be revised (IER_02b notes 12–15).,HO-TABLES-2026Q2,2026-08-27,https://assets.publishing.service.gov.uk/media/6a8c11c3a8f84a582b84281a/illegal-entry-routes-to-the-uk-summary-jun-2026-tables.ods,2026-09-11,source_checked_pending_independent_review
Refugee,2025,1256,2025-01-01,2025-12-31,calendar_year,OFFICIAL_STATISTIC,IER_02b,Latest recorded nationality at extraction; may be revised (IER_02b notes 12–15).,HO-TABLES-2026Q2,2026-08-27,https://assets.publishing.service.gov.uk/media/6a8c11c3a8f84a582b84281a/illegal-entry-routes-to-the-uk-summary-jun-2026-tables.ods,2026-09-11,source_checked_pending_independent_review
Refugee,Year ending June 2025,1351,2024-07-01,2025-06-30,year_ending_june,OFFICIAL_STATISTIC,IER_02b,Latest recorded nationality at extraction; may be revised (IER_02b notes 12–15).,HO-TABLES-2026Q2,2026-08-27,https://assets.publishing.service.gov.uk/media/6a8c11c3a8f84a582b84281a/illegal-entry-routes-to-the-uk-summary-jun-2026-tables.ods,2026-09-11,source_checked_pending_independent_review
Refugee,Year ending June 2026,441,2025-07-01,2026-06-30,year_ending_june,OFFICIAL_STATISTIC,IER_02b,Latest recorded nationality at extraction; may be revised (IER_02b notes 12–15).,HO-TABLES-2026Q2,2026-08-27,https://assets.publishing.service.gov.uk/media/6a8c11c3a8f84a582b84281a/illegal-entry-routes-to-the-uk-summary-jun-2026-tables.ods,2026-09-11,source_checked_pending_independent_review
Stateless,2018,0,2018-01-01,2018-12-31,calendar_year,OFFICIAL_STATISTIC,IER_02b,Latest recorded nationality at extraction; may be revised (IER_02b notes 12–15).,HO-TABLES-2026Q2,2026-08-27,https://assets.publishing.service.gov.uk/media/6a8c11c3a8f84a582b84281a/illegal-entry-routes-to-the-uk-summary-jun-2026-tables.ods,2026-09-11,source_checked_pending_independent_review
Stateless,2019,2,2019-01-01,2019-12-31,calendar_year,OFFICIAL_STATISTIC,IER_02b,Latest recorded nationality at extraction; may be revised (IER_02b notes 12–15).,HO-TABLES-2026Q2,2026-08-27,https://assets.publishing.service.gov.uk/media/6a8c11c3a8f84a582b84281a/illegal-entry-routes-to-the-uk-summary-jun-2026-tables.ods,2026-09-11,source_checked_pending_independent_review
Stateless,2020,389,2020-01-01,2020-12-31,calendar_year,OFFICIAL_STATISTIC,IER_02b,Latest recorded nationality at extraction; may be revised (IER_02b notes 12–15).,HO-TABLES-2026Q2,2026-08-27,https://assets.publishing.service.gov.uk/media/6a8c11c3a8f84a582b84281a/illegal-entry-routes-to-the-uk-summary-jun-2026-tables.ods,2026-09-11,source_checked_pending_independent_review
Stateless,2021,498,2021-01-01,2021-12-31,calendar_year,OFFICIAL_STATISTIC,IER_02b,Latest recorded nationality at extraction; may be revised (IER_02b notes 12–15).,HO-TABLES-2026Q2,2026-08-27,https://assets.publishing.service.gov.uk/media/6a8c11c3a8f84a582b84281a/illegal-entry-routes-to-the-uk-summary-jun-2026-tables.ods,2026-09-11,source_checked_pending_independent_review
Stateless,2022,198,2022-01-01,2022-12-31,calendar_year,OFFICIAL_STATISTIC,IER_02b,Latest recorded nationality at extraction; may be revised (IER_02b notes 12–15).,HO-TABLES-2026Q2,2026-08-27,https://assets.publishing.service.gov.uk/media/6a8c11c3a8f84a582b84281a/illegal-entry-routes-to-the-uk-summary-jun-2026-tables.ods,2026-09-11,source_checked_pending_independent_review
Stateless,2023,51,2023-01-01,2023-12-31,calendar_year,OFFICIAL_STATISTIC,IER_02b,Latest recorded nationality at extraction; may be revised (IER_02b notes 12–15).,HO-TABLES-2026Q2,2026-08-27,https://assets.publishing.service.gov.uk/media/6a8c11c3a8f84a582b84281a/illegal-entry-routes-to-the-uk-summary-jun-2026-tables.ods,2026-09-11,source_checked_pending_independent_review
Stateless,2024,138,2024-01-01,2024-12-31,calendar_year,OFFICIAL_STATISTIC,IER_02b,Latest recorded nationality at extraction; may be revised (IER_02b notes 12–15).,HO-TABLES-2026Q2,2026-08-27,https://assets.publishing.service.gov.uk/media/6a8c11c3a8f84a582b84281a/illegal-entry-routes-to-the-uk-summary-jun-2026-tables.ods,2026-09-11,source_checked_pending_independent_review
Stateless,2025,276,2025-01-01,2025-12-31,calendar_year,OFFICIAL_STATISTIC,IER_02b,Latest recorded nationality at extraction; may be revised (IER_02b notes 12–15).,HO-TABLES-2026Q2,2026-08-27,https://assets.publishing.service.gov.uk/media/6a8c11c3a8f84a582b84281a/illegal-entry-routes-to-the-uk-summary-jun-2026-tables.ods,2026-09-11,source_checked_pending_independent_review
Stateless,Year ending June 2025,240,2024-07-01,2025-06-30,year_ending_june,OFFICIAL_STATISTIC,IER_02b,Latest recorded nationality at extraction; may be revised (IER_02b notes 12–15).,HO-TABLES-2026Q2,2026-08-27,https://assets.publishing.service.gov.uk/media/6a8c11c3a8f84a582b84281a/illegal-entry-routes-to-the-uk-summary-jun-2026-tables.ods,2026-09-11,source_checked_pending_independent_review
Stateless,Year ending June 2026,425,2025-07-01,2026-06-30,year_ending_june,OFFICIAL_STATISTIC,IER_02b,Latest recorded nationality at extraction; may be revised (IER_02b notes 12–15).,HO-TABLES-2026Q2,2026-08-27,https://assets.publishing.service.gov.uk/media/6a8c11c3a8f84a582b84281a/illegal-entry-routes-to-the-uk-summary-jun-2026-tables.ods,2026-09-11,source_checked_pending_independent_review
Palestine,2018,0,2018-01-01,2018-12-31,calendar_year,OFFICIAL_STATISTIC,IER_02b,Latest recorded nationality at extraction; may be revised (IER_02b notes 12–15).,HO-TABLES-2026Q2,2026-08-27,https://assets.publishing.service.gov.uk/media/6a8c11c3a8f84a582b84281a/illegal-entry-routes-to-the-uk-summary-jun-2026-tables.ods,2026-09-11,source_checked_pending_independent_review
